task_id,department,asset_id,section,location_km,task_type,severity,safety_critical,due_date,estimated_duration_hours,status
M284,Traction,AST074,S15,18.0,Pantograph Clearance Check,High,Yes,2026-09-08,1.0,Pending
M285,S&T,AST040,S07,4.2,Signal Inspection,High,Yes,2026-09-13,2.0,Completed
M286,Traction,AST098,S14,12.6,OHE Component Repair,Low,No,2026-08-29,0.5,Pending
M287,Traction,AST092,S13,1.7,Sectioning Equipment Check,Medium,No,2026-09-10,0.5,Pending
M288,S&T,AST048,S02,8.7,Interlocking Maintenance,High,Yes,2026-08-31,2.0,Pending
M289,S&T,AST049,S08,4.2,Interlocking Maintenance,Low,No,2026-09-15,1.0,Overdue
M290,Traction,AST079,S04,10.9,Transformer Inspection,Medium,No,2026-09-08,1.0,Overdue
M291,Traction,AST080,S05,24.1,OHE Inspection,Medium,No,2026-09-30,1.0,Pending
M292,Engineering,AST030,S03,7.5,Rail Crack Repair,Low,No,2026-08-27,1.0,Completed
M293,S&T,AST047,S03,12.4,Interlocking Maintenance,Low,No,2026-09-07,0.5,Pending
M294,Traction,AST099,S06,15.0,OHE Inspection,Medium,No,2026-09-11,1.5,Pending
M295,Traction,AST082,S14,11.6,OHE Inspection,Medium,No,2026-09-09,0.5,Pending
M296,S&T,AST042,S04,9.2,Signal Fault Repair,High,Yes,2026-09-09,1.0,Completed
M297,Traction,AST082,S14,11.6,OHE Inspection,Low,No,2026-09-03,1.0,Overdue
M298,S&T,AST039,S03,3.7,Signal Inspection,High,Yes,2026-09-18,1.0,Pending
M299,Traction,AST073,S05,27.3,OHE Component Repair,Critical,Yes,2026-09-05,2.5,Completed
M300,Engineering,AST010,S03,9.8,Point Maintenance,Low,No,2026-09-08,0.5,Overdue
